,print_key
218.5-1-12,1
240.12-1-30,1
240.-1-15,1
230.45-1-9,1
229.76-2-50,1
229.60-1-1,1
217.16-1-109,1
205.14-1-1,1
230.53-1-35,1
240.18-2-30,1
216.12-1-8,1
216.32-1-62,1
203.81-2-17,1
280.1-1-14,1
216.34-1-9,1
203.62-2-18,1
203.13-4-60.1,1
268.-1-5.5,1
203.9-2-23.2,1
216.24-2-31,1
216.32-1-28,1
280.-1-36.4,1
230.6-2-8,1
203.9-2-54,1
266.-1-15.2,1
254.-4-11,1
216.33-1-1,1
203.9-3-31,1
230.-1-52,1
218.13-1-17,1
230.6-1-66,1
230.6-2-30,1
217.19-1-31,1
228.2-1-6,1
278.75-1-95.6,1
273.11-2-33,1
266.18-4-3,1
267.17-1-40,1
279.10-1-28,1
260.-2-42.1,1
284.-3-4.21,1
273.11-2-50,1
278.15-1-3,1
265.-1-22.3,1
272.2-2-4,1
266.11-1-38,1
267.13-1-16,1
278.8-2-21,1
277.-1-11.1,1
272.73-1-18.1,1
266.19-3-24,1
278.18-5-35,1
278.83-1-3,1
278.10-2-23,1
260.-2-53,1
273.6-1-4.1,1
266.14-3-4,1
272.-4-94,1
278.18-2-53,1
279.10-2-12,1
266.7-4-3,1
260.20-2-20,1
278.14-2-47,1
279.77-2-27,1
267.18-1-13,1
272.-3-38,1
260.20-2-1,1
267.65-1-40,1
284.6-5-24,1
278.18-2-50,1
266.-2-26.422,1
261.20-2-55,1
272.60-1-20.1,1
284.6-4-5,1
278.18-5-21,1
285.22-1-17,1
267.18-2-37.1,1
260.19-1-44,1
272.1-2-9.1,1
280.-1-72.122,1
279.14-1-16,1
279.3-1-41.2,1
279.3-1-42.2,1
260.19-3-10,1
279.47-4-1,1
284.6-4-37,1
272.66-1-3,1
258.-2-54,1
261.20-2-30,1
261.-1-78,1
279.37-2-108,1
278.18-3-5,1
279.-1-33,1
272.74-1-5.1,1
273.11-1-1,1
278.10-2-60.13,1
267.81-1-12,1
280.-1-72.123,1
278.75-1-92,1
266.4-2-21,1
261.13-2-16,1
278.4-1-73,1
273.11-2-44.1,1
284.6-5-18,1
261.10-4-22,1
279.54-1-115,1
266.14-1-21,1
260.20-2-19,1
260.19-1-25,1
266.20-2-15,1
279.37-2-119,1
278.75-1-15,1
266.6-3-6,1
278.18-5-44,1
278.18-5-37,1
251.-1-2.12,1
278.4-1-65,1
267.11-1-23,1
266.-2-92.1,1
278.18-5-15,1
279.3-1-25,1
266.19-3-10,1
266.19-6-8,1
272.74-1-4.1,1
261.10-4-18,1
278.10-4-26,1
284.4-2-18.2,1
272.20-1-5,1
279.46-3-208,1
279.46-1-117,1
260.19-3-6,1
284.6-5-5,1
267.8-1-3,1
261.5-2-18,1
272.74-1-5,1
266.-2-15,1
260.-1-48.14,1
278.18-5-25,1
285.22-1-5.2,1
261.13-2-69,1
279.20-1-5,1
279.45-2-42,1
284.-3-13,1
272.16-1-4,1
284.-2-2.4,1
284.6-5-37,1
260.20-1-13,1
273.11-2-45.2,1
284.6-3-7,1
279.20-1-2,1
284.6-5-29,1
285.21-1-4,1
260.19-3-2,1
261.-1-22.2,1
261.20-2-11,1
260.19-2-59,1
272.8-2-23,1
280.-2-60,1
284.6-3-9,1
272.73-1-20.1,1
272.74-1-4.3,1
279.46-1-201,1
284.6-5-38,1
284.6-5-26,1
278.-1-25.2,1
272.-1-2,1
278.10-4-15,1
272.10-4-1,1
273.-2-84,1
261.5-2-19,1
272.8-3-2,1
272.74-1-6.2,1
266.8-3-11,1
278.14-2-92,1
285.1-3-2.2,1
285.21-2-26.2,1
286.11-1-14,1
273.17-1-25,1
278.4-1-29,1
278.18-2-63,1
284.6-5-14,1
267.18-3-12.2,1
273.11-2-42,1
279.17-1-16,1
278.10-1-7,1
279.14-3-4,1
261.10-3-33,1
289.-1-69,1
272.73-1-31.1,1
284.4-2-16,1
279.47-3-16,1
278.12-1-3,1
279.37-1-242,1
278.10-2-24,1
285.1-2-36,1
273.11-2-40,1
266.8-3-19,1
266.8-1-35,1
266.7-1-16,1
272.7-2-21,1
285.21-2-25.1,1
278.75-1-42,1
261.10-1-15,1
278.-2-40,1
285.7-1-1,1
284.6-4-36,1
261.10-4-23,1
261.20-2-50,1
286.-1-1.21,1
229.-2-76,1
279.13-1-17,1
278.2-1-55,1
285.6-1-15.21,1
280.-2-62,1
272.8-2-9,1
272.10-4-27,1
285.29-1-4.1,1
266.19-6-9,1
266.14-3-25,1
257.-2-44.15,1
266.14-1-28,1
278.19-5-20,1
266.19-4-11,1
290.-1-20.2,1
279.-2-30.121,1
272.10-4-22,1
260.19-2-54,1
278.75-1-95.4,1
278.10-3-4,1
280.-1-23.1,1
269.-1-25,1
272.73-1-36,1
278.8-1-14,1
279.13-1-42,1
266.4-1-8,1
279.78-1-4,1
279.47-1-17,1
285.22-1-5.1,1
285.1-3-9.1,1
266.8-2-21,1
278.12-1-18,1
267.11-1-21,1
279.-1-4,1
261.20-1-81,1
261.14-1-34,1
284.2-3-80,1
261.10-3-29,1
278.-1-52,1
278.10-3-31,1
278.11-1-2,1
272.73-1-9,1
266.8-1-24,1
285.1-1-33,1
279.-1-42,1
279.37-2-220,1
267.13-1-21,1
260.-1-51,1
266.18-4-17,1
272.8-2-18,1
286.-1-51,1
266.14-1-24,1
266.14-3-20,1
280.-2-24,1
278.19-1-22,1
272.10-4-39,1
266.7-4-6,1
266.15-2-21,1
272.10-4-16,1
278.10-1-44,1
266.8-3-26,1
279.45-2-7,1
266.19-2-11,1
278.-2-39,1
272.10-4-23,1
266.7-1-29,1
266.-1-15.1,1
267.18-2-9,1
279.37-2-109,1
266.11-2-6,1
279.46-2-16,1
284.8-1-10,1
278.4-1-39,1
278.6-1-49,1
272.8-3-21,1
278.19-4-19,1
279.37-2-227,1
279.14-2-1,1
267.81-1-3,1
278.14-4-7,1
278.6-2-18,1
279.13-1-41,1
260.15-2-4,1
279.46-1-121,1
267.18-1-28,1
268.-3-6,1
278.15-2-6,1
270.-1-51.122,1
279.45-2-37,1
267.18-2-3,1
267.13-1-24,1
261.13-2-47,1
289.6-1-23,1
257.-2-44.13,1
280.-2-6.2,1
280.1-3-16,1
279.45-2-71,1
279.3-2-9.2,1
279.53-2-32,1
260.19-3-8,1
261.10-2-39,1
272.-2-72,1
267.-2-14.2,1
279.46-2-40,1
261.13-2-64,1
272.73-1-39,1
266.18-4-10,1
267.11-1-4,1
267.18-3-17.1,1
258.-1-21,1
261.10-3-32,1
278.18-1-42,1
261.-2-39.1,1
274.-2-18.1,1
272.2-4-18,1
272.10-4-18,1
260.19-3-15,1
278.18-2-61,1
272.10-4-17,1
280.1-4-4,1
278.-1-51.1,1
278.6-1-11,1
272.60-1-13.1,1
266.18-4-5,1
266.6-3-12,1
266.6-3-39,1
273.7-1-23,1
273.6-3-16,1
260.19-3-5,1
272.73-1-26.3,1
285.1-2-50,1
273.17-1-10,1
278.14-1-2,1
272.-3-11,1
278.10-4-7,1
272.10-4-47,1
267.64-1-9,1
260.20-1-15,1
272.8-3-29,1
272.73-1-37,1
266.6-3-36,1
285.22-1-7.2,1
278.15-1-32.1,1
279.14-1-12,1
266.4-2-6,1
266.14-3-9,1
261.14-2-19,1
273.17-1-27,1
279.46-3-111,1
256.-3-2,1
284.1-1-2,1
272.10-4-26,1
266.4-1-17,1
261.13-2-22,1
267.18-2-29.2,1
273.6-1-7.1,1
260.19-3-21,1
278.15-2-1,1
272.73-1-36.3,1
273.-1-2.2,1
279.13-2-35,1
279.13-1-6,1
279.-3-53,1
272.2-3-10,1
272.2-2-5,1
278.4-2-3,1
272.73-1-38.1,1
261.-1-56,1
272.10-4-40,1
266.19-1-27,1
290.-1-35,1
254.-3-20.2,1
285.21-2-12.1,1
267.11-1-6.2,1
285.21-2-21.2,1
272.74-1-4.2,1
266.19-5-7,1
250.26-2-55.1,1
250.41-2-31,1
250.50-1-24,1
250.33-2-21,1
250.50-1-30,1
250.26-2-72,1
257.-1-17.4,1
250.33-2-41,1
250.41-2-10,1
250.34-2-66,1
250.33-2-19,1
250.50-1-45,1
250.41-2-3,1
250.41-2-2,1
250.33-2-40,1
250.33-2-39,1
240.19-1-17,1
250.26-2-40,1
266.-2-26.33,1
250.50-1-22,1
291.-2-2,1
278.15-2-7,1
250.34-2-57,1
250.33-2-6,1
250.33-2-5,1
250.34-1-27,1
250.33-2-4,1
250.34-2-14.1,1
250.-3-26,1
250.34-2-55,1
250.34-2-30,1
250.34-3-8,1
250.34-1-19,1
250.41-2-11,1
250.34-3-11.2,1
250.41-2-42,1
250.41-2-40,1
250.33-2-18,1
250.34-2-62.12,1
250.33-2-16,1
250.34-1-35,1
278.8-2-9,1
279.46-2-24,1
250.33-1-25.2,1
278.18-5-5,1
278.18-5-24,1
260.20-2-6,1
285.22-1-9,1
261.14-1-60,1
266.11-1-20,1
267.11-1-11.1,1
260.20-2-12,1
261.20-1-66,1
266.7-4-5,1
267.17-1-20,1
261.10-4-2,1
276.-1-18.21,1
278.10-5-3,1
284.6-4-40.2,1
278.10-1-50,1
278.83-1-40,1
285.21-2-30.2,1
266.14-1-7,1
273.11-2-51,1
278.18-5-8,1
266.14-1-22,1
260.-2-15.1,1
284.6-5-9,1
266.10-1-6,1
260.20-2-7,1
272.60-1-21.2,1
272.7-2-13,1
278.10-1-29,1
274.-2-31,1
285.21-2-17.2,1
272.73-1-17,1
261.5-1-5,1
279.9-1-23,1
279.77-1-13,1
267.11-1-11.2,1
266.13-1-21,1
278.15-1-15,1
273.11-1-32,1
272.60-1-23.2,1
268.-1-12,1
250.26-2-42,1
250.33-2-12,1
267.-1-11,1
250.-1-56.3,1
217.6-1-22,1
230.10-1-31,1
240.17-1-2,1
217.8-1-11,1
229.60-2-34,1
229.76-2-1,1
229.76-2-32,1
240.13-1-24,1
230.39-1-49,1
205.11-1-15,1
250.13-1-16,1
257.-1-15.2,1
229.60-2-18,1
218.19-1-58,1
230.39-1-24,1
218.13-1-6,1
229.16-1-53.2,1
230.6-1-45,1
229.82-1-10,1
218.17-1-59,1
230.9-2-5,1
250.6-1-41.2,1
218.6-1-20,1
230.47-1-1,1
240.12-1-21,1
229.16-1-34,1
229.-3-28.12,1
217.9-1-14,1
230.46-1-38,1
230.39-1-34,1
240.18-1-1,1
205.14-2-4,1
217.6-1-18,1
217.-2-45.12,1
250.10-2-27,1
230.54-1-30,1
192.-1-50,1
250.5-3-11,1
229.4-3-8,1
240.18-2-5,1
250.6-1-41.1,1
250.14-3-14,1
250.33-2-10,1
250.42-1-41,1
250.34-2-36,1
250.33-1-26,1
250.34-1-28,1
250.34-2-22,1
250.34-1-40,1
250.50-1-21,1
250.34-2-40,1
250.34-2-53,1
250.26-2-60,1
250.34-2-79,1
250.42-1-54.1,1
250.33-2-8,1
250.26-2-15,1
250.33-2-9,1
250.33-2-7,1
250.34-1-21,1
240.-3-9,1
250.26-1-8,1
250.34-2-68,1
250.26-2-43,1
240.12-1-17,1
240.8-1-20,1
230.61-1-2,1
240.18-2-25,1
217.12-1-35,1
250.6-1-10,1
250.10-2-28,1
229.52-1-24,1
217.5-2-25,1
229.20-2-15,1
240.12-1-26,1
250.41-1-29.1,1
192.-1-10.2,1
229.68-1-7,1
229.52-1-26,1
229.82-1-14,1
258.-1-1.3,1
229.4-1-26.2,1
250.42-1-7,1
250.34-2-45,1
261.5-2-44,1
289.10-1-4,1
266.7-1-25,1
266.8-2-6,1
261.-1-43,1
279.53-1-1,1
285.-4-77,1
260.20-2-16,1
284.6-5-3,1
279.-1-13,1
261.13-2-26,1
260.19-2-42,1
260.15-1-16,1
257.-2-44.14,1
279.3-1-58,1
272.52-1-11.3,1
273.11-1-5.1,1
266.13-1-12,1
267.7-1-27.2,1
266.18-3-5,1
278.12-1-29.1,1
272.73-1-30.3,1
278.10-2-18,1
272.2-3-7,1
260.15-1-17,1
272.20-1-7,1
266.12-1-39,1
268.-1-2,1
261.13-2-30,1
266.11-1-7,1
278.10-3-14,1
267.13-1-23,1
279.69-1-5,1
267.64-1-15,1
266.-1-40.1,1
279.9-1-7,1
279.47-1-9,1
278.4-2-30,1
278.14-2-65,1
279.14-2-10,1
279.45-2-43,1
266.13-1-32,1
285.30-1-13.2,1
266.10-1-3,1
278.18-4-9,1
260.-1-48.122,1
260.19-3-16,1
278.10-4-30,1
284.2-3-20,1
266.13-1-18,1
261.-2-14,1
266.-2-39,1
274.-1-25,1
266.20-1-5,1
266.19-3-35,1
279.13-3-12,1
261.13-2-50,1
272.-2-12,1
261.20-2-27,1
284.-4-69.1,1
272.73-1-15.2,1
278.18-5-31,1
272.8-1-15,1
278.19-4-27,1
266.-2-26.31,1
272.2-5-6,1
261.10-2-22.1,1
266.19-1-3,1
279.47-1-2,1
279.46-2-1,1
278.19-4-22,1
272.60-1-25.2,1
284.6-4-8,1
266.14-1-23,1
261.20-1-60,1
279.13-2-29,1
267.18-1-40,1
273.-1-20.13,1
260.20-2-17,1
284.-4-51,1
272.-3-26.3,1
273.11-1-12,1
272.52-1-1.1,1
289.6-1-35,1
261.13-2-51,1
278.10-4-11,1
266.11-1-21,1
279.14-4-17,1
272.8-3-18,1
279.13-1-15,1
279.14-2-5,1
284.6-5-6,1
267.17-1-26,1
261.10-2-9,1
272.8-4-6,1
261.13-2-65,1
267.-1-53.1,1
285.7-1-5,1
289.10-1-5,1
273.11-1-4.2,1
261.9-1-11,1
284.6-5-10,1
261.-2-8,1
284.6-5-44,1
266.19-2-45,1
284.6-5-17,1
260.20-1-18,1
284.6-4-35,1
272.2-4-21,1
279.17-1-9,1
280.-1-48,1
261.13-2-24,1
266.-2-26.21,1
278.18-5-17,1
279.77-1-14,1
266.19-1-8.3,1
272.73-1-12,1
278.10-1-24,1
272.8-3-30,1
278.19-3-1,1
284.2-3-55,1
272.52-1-9.1,1
279.3-2-24.12,1
278.18-1-50.1,1
279.11-1-16,1
285.21-1-8,1
273.6-1-13.1,1
278.15-1-13,1
285.22-1-8,1
261.9-1-18.11,1
260.19-3-9,1
257.-1-21.4,1
279.20-1-7,1
284.6-5-28,1
284.6-5-2,1
278.11-1-14,1
261.13-2-49,1
272.52-1-13.1,1
272.2-5-1,1
285.30-1-16.1,1
272.52-1-13.2,1
260.20-2-3,1
261.13-2-73,1
279.54-1-213,1
261.9-2-3,1
278.10-2-17,1
278.4-2-75,1
267.7-1-27.1,1
266.13-1-41,1
261.5-2-35,1
267.18-2-8,1
278.18-1-7,1
279.14-1-4,1
261.-2-39.3,1
285.21-2-11.1,1
293.-1-33.12,1
278.-2-88,1
284.-3-66,1
260.19-2-24,1
279.-1-31.1,1
279.17-1-43,1
279.45-2-20,1
279.53-2-28,1
267.18-2-34.2,1
261.13-2-34,1
266.4-3-2,1
273.17-1-21,1
284.6-3-8,1
279.13-2-17,1
261.20-2-10,1
266.14-1-25,1
260.15-2-1,1
255.-2-26,1
279.46-1-214,1
279.47-2-5,1
190.14-2-53,1
279.-3-10,1
266.15-1-1,1
104.-1-87.2,1
129.19-2-2,1
129.6-1-53,1
116.-2-15,1
129.15-1-54,1
104.-1-54.2,1
129.-1-93,1
91.-1-18.2,1
30.20-2-1,1
156.-1-2.21,1
129.11-1-4,1
142.-1-51,1
103.-3-24.11,1
129.15-1-44,1
129.19-2-29,1
129.19-2-1,1
143.2-1-47,1
103.12-4-11,1
105.-1-31,1
129.7-1-38,1
142.7-2-15,1
142.-1-81,1
103.-1-35,1
161.-1-10,1
145.-1-78,1
119.18-1-79,1
158.-1-10,1
145.-1-55.2,1
160.-1-75,1
104.-1-10.2,1
103.-3-9.3,1
116.7-2-24,1
143.2-1-45,1
129.15-1-41,1
103.12-2-18,1
118.-1-41.4,1
129.15-1-52,1
103.-1-4.2,1
103.12-4-8,1
130.-1-40,1
116.7-2-29,1
30.19-1-25.21,1
129.6-1-49,1
160.-1-22,1
103.8-1-9,1
104.-1-47.114,1
129.-1-52.43,1
129.7-1-27,1
129.6-1-50,1
116.19-1-2,1
142.7-1-14,1
116.-2-80,1
116.7-2-27,1
116.-2-82,1
45.-4-7,1
30.20-4-13.1,1
129.15-1-83,1
129.15-1-29,1
116.19-1-10,1
129.6-1-12.1,1
130.-1-37.12,1
117.-1-52.1,1
116.-2-42.112,1
129.-1-83.11,1
129.7-1-44,1
116.-2-42.4,1
142.6-1-12,1
103.-3-10.11,1
129.15-1-2,1
29.-1-16.1,1
116.19-1-39,1
103.-3-15.2,1
129.-1-38.12,1
103.12-3-18,1
142.-1-57,1
116.-1-29.42,1
117.-1-62,1
103.16-2-13,1
129.15-2-4,1
103.-2-23,1
155.-1-21.4,1
143.2-1-40,1
104.-1-17,1
129.-1-66,1
26.-1-12.3,1
119.18-2-53,1
159.-1-44,1
142.11-1-9,1
160.-2-55.13,1
134.16-4-1,1
148.-1-37.1,1
146.-1-75,1
145.-1-62,1
148.-1-42,1
158.20-1-16,1
160.-2-45.1,1
132.-1-62,1
160.-2-22.121,1
122.-1-44.1,1
134.20-7-3.2,1
45.8-1-5,1
161.-1-28.2,1
15.-1-40.32,1
134.-1-60,1
159.-1-34.112,1
161.-1-46,1
133.-1-53,1
146.-2-15.111,1
134.20-1-28,1
122.-1-44.4,1
158.20-1-13.1,1
161.-1-2.1,1
160.-2-48.11,1
134.16-1-5,1
147.-1-66,1
119.14-3-2,1
159.-3-41.1,1
147.8-5-19,1
159.-2-21.12,1
146.-1-76.2,1
133.-1-57,1
146.-1-103,1
134.-1-57.111,1
133.-1-75,1
133.-1-16,1
147.-1-45.122,1
147.8-4-8,1
160.-1-50.112,1
148.-1-7.22,1
45.-3-9.3,1
146.-2-15.112,1
145.-1-101,1
134.20-1-7,1
161.-1-78,1
122.-1-10,1
135.-1-32,1
161.-1-49.32,1
159.-3-31.21,1
119.14-1-73,1
146.-1-24.3,1
62.-2-5.21,1
147.-1-33.13,1
146.-1-68,1
146.-1-73,1
160.-2-36.21,1
160.-2-3,1
158.16-1-11.2,1
132.-1-11,1
146.-1-81.12,1
146.-1-85.12,1
145.-1-81.163,1
45.-2-22.6,1
122.-1-11,1
119.14-1-7,1
160.-1-70,1
135.-1-24.13,1
146.-1-60,1
45.-4-4.21,1
159.-3-43.2,1
159.-2-40,1
159.-1-7.121,1
43.-1-4.22,1
160.-2-36.212,1
158.-1-28.111,1
132.-1-32.22,1
161.-1-81,1
145.-1-56,1
135.-1-14,1
159.-3-39,1
159.-2-3.1,1
161.-1-1,1
147.8-5-9.2,1
135.7-1-2,1
117.-1-68,1
116.-2-25.111,1
147.8-4-10,1
63.3-1-13.2,1
62.12-1-29,1
62.12-1-31,1
63.3-1-22,1
62.12-1-32,1
64.1-2-3,1
77.-1-42.111,1
63.9-1-12,1
76.18-1-5,1
89.17-1-10,1
63.4-1-73,1
90.-1-1.2,1
76.-3-1,1
50.45-1-15,1
30.16-1-12,1
91.-1-52,1
49.75-1-5,1
63.12-1-24,1
64.1-2-16,1
37.19-2-29,1
77.-2-46,1
63.4-3-37,1
50.-2-33,1
78.-1-76,1
63.9-1-5,1
63.9-1-8,1
78.-1-8.2,1
49.50-2-35,1
50.10-1-20,1
89.13-1-17,1
56.-1-7.2,1
49.-1-31,1
63.9-1-10,1
63.4-2-30,1
63.9-1-20,1
62.12-3-1,1
63.4-4-51,1
63.4-4-6,1
62.12-1-37,1
31.-3-10,1
45.-4-5.4,1
50.1-1-39,1
58.-2-4.111,1
50.-3-13,1
62.12-3-13,1
89.-3-1,1
28.-1-18,1
49.33-2-15,1
76.-3-89.3,1
63.12-2-5,1
89.-2-37.22,1
63.2-1-37,1
91.-1-1,1
63.4-1-55,1
49.41-2-29.1,1
31.-3-20.22,1
88.-1-12.111,1
64.-2-98,1
49.76-2-5,1
50.53-1-18,1
49.34-1-30,1
76.-3-5.121,1
49.74-1-24,1
62.12-3-16,1
49.66-1-10,1
59.-1-25.521,1
49.44-3-2,1
50.6-1-51,1
79.-1-1,1
37.4-2-4,1
62.-5-4,1
63.9-1-7,1
49.26-1-4,1
62.12-1-25,1
49.15-2-26,1
44.2-2-8,1
77.-1-19,1
29.-1-12.2,1
77.-1-28.1,1
49.41-2-44,1
77.6-1-17,1
89.-2-23.2,1
76.-3-83.111,1
77.7-3-19,1
62.12-3-15,1
50.62-1-7,1
50.10-1-10,1
116.20-1-8,1
129.7-1-32,1
129.19-2-31,1
129.-1-51.111,1
103.16-1-22.1,1
30.19-1-10,1
116.18-1-8,1
142.-1-64,1
142.-1-20.11,1
142.-1-41,1
30.20-2-10,1
116.16-1-11,1
116.19-1-15,1
116.18-1-11,1
30.19-1-25.2,1
129.6-1-62,1
129.-1-83.13,1
129.19-1-3,1
116.7-1-17,1
103.8-1-20,1
142.-1-20.13,1
30.15-1-10,1
130.9-2-26,1
103.-1-5.111,1
143.-2-25,1
142.7-2-12,1
155.-1-21.7,1
103.-3-15.11,1
129.19-2-23,1
103.12-5-6.3,1
143.2-1-57,1
129.11-1-7,1
103.12-2-41,1
143.-2-12,1
117.-1-29,1
57.-2-2,1
157.-1-9.221,1
103.8-1-47,1
129.-1-40.12,1
117.-1-25.2,1
118.-1-1.113,1
103.8-1-37.12,1
155.-1-31.2,1
103.-5-5,1
63.4-3-5,1
49.33-2-19,1
76.-3-76,1
50.-2-83,1
90.-1-27,1
77.1-1-24,1
49.33-2-13,1
76.-3-41,1
37.-1-37,1
62.-2-14.2,1
89.-3-17,1
49.50-1-27,1
91.-1-54,1
62.20-1-1,1
63.9-1-11,1
49.15-2-8,1
37.19-1-3,1
49.60-1-25,1
63.4-4-38,1
49.41-2-25,1
37.-1-18,1
49.26-1-10,1
30.-1-21.7,1
118.-1-9.211,1
142.-1-72,1
142.-1-84.1,1
91.-1-31,1
44.2-3-3.1,1
144.3-1-14,1
116.-1-42,1
116.7-2-23,1
14.-1-12.22,1
117.-1-23.1,1
49.75-1-35.1,1
130.9-2-6,1
116.7-1-12,1
144.3-1-33,1
46.-1-3.8,1
30.16-1-2,1
103.-5-4,1
142.7-2-5,1
116.20-1-10,1
147.-1-21,1
148.-1-13.21,1
189.7-1-14,1
244.54-1-31,1
244.53-2-7,1
253.34-3-20,1
253.27-1-12,1
60.-1-4.26,1
243.12-2-1,1
244.-2-24,1
244.9-2-28,1
243.76-2-6,1
243.12-2-41,1
243.68-1-14,1
243.84-1-10,1
253.34-3-15,1
155.-1-41.11,1
193.18-1-70,1
156.-1-6,1
193.-1-48.1,1
193.5-1-25,1
156.-3-32.4,1
244.-2-10.111,1
243.76-1-26,1
193.-1-29.1,1
244.54-1-22,1
253.34-2-22,1
243.84-4-35,1
253.27-1-11,1
253.34-3-21,1
244.54-1-24,1
243.84-4-19,1
244.9-3-5,1
244.54-1-20,1
243.82-2-1,1
44.-2-4.1,1
244.46-1-8,1
253.26-3-27.1,1
244.53-1-1.1,1
15.-1-40.31,1
243.12-1-2,1
243.12-2-47,1
253.27-3-6,1
253.27-2-25,1
168.-3-25,1
156.-1-38.31,1
253.27-1-21,1
194.-1-37,1
193.18-1-8,1
193.6-1-52,1
156.-3-2.2,1
180.-1-8.12,1
182.-1-5,1
169.-1-50,1
207.-1-36.12,1
193.6-1-46.12,1
194.-2-10.1,1
168.-2-76.1,1
30.19-1-24,1
168.-3-82,1
193.10-1-21,1
193.10-1-58,1
182.-2-19.13,1
181.-1-50,1
168.-2-78,1
170.38-1-14,1
169.-1-62.1,1
169.-1-81,1
182.-1-47,1
168.-3-12,1
168.-2-18,1
206.9-2-22.111,1
183.-1-8,1
155.-1-26,1
180.18-1-8,1
193.6-2-3,1
155.-2-19,1
168.-2-7,1
180.-1-8.13,1
193.6-1-56.1,1
26.-1-7.1,1
194.-2-49,1
194.-1-1.2,1
156.-3-32.1,1
155.-2-20,1
156.-3-32.5,1
208.-1-36,1
168.7-1-10,1
244.5-1-3,1
253.27-2-30,1
206.9-2-56.1,1
219.21-1-57,1
252.20-1-41,1
219.-1-7.5,1
233.-1-7,1
44.-2-2.2,1
261.2-1-50,1
253.18-3-27,1
220.-1-57.1,1
62.-2-4.4,1
44.2-1-19,1
231.-1-36,1
253.17-3-1,1
252.-2-21.2,1
220.-1-38.12,1
253.-2-34,1
219.21-1-13,1
253.41-1-48,1
252.20-1-48,1
243.8-1-7,1
230.8-1-7,1
261.36-1-54,1
219.-2-11,1
219.5-1-5,1
220.-1-99,1
243.82-1-15,1
231.-2-26,1
230.16-1-12,1
253.41-1-9,1
243.-1-32.14,1
252.3-2-6,1
253.-2-44,1
13.-1-23.1,1
219.22-1-25,1
219.-4-6,1
251.-1-14.4,1
206.17-1-12.14,1
57.-3-2.21,1
262.6-1-7,1
206.13-2-16,1
230.12-4-12.1,1
232.-1-64,1
261.2-1-43,1
219.-2-17,1
243.76-2-3,1
244.45-1-9,1
243.84-4-23.1,1
243.76-1-2,1
244.78-1-3,1
244.61-1-5,1
244.9-1-3,1
253.27-1-4,1
244.46-1-22,1
243.68-1-34,1
244.77-1-11,1
243.84-4-16,1
243.75-1-2.1,1
244.9-2-59,1
244.46-1-6,1
244.46-1-25,1
244.53-2-9,1
243.84-1-22,1
243.84-4-11,1
244.9-1-3.1,1
244.54-1-32,1
244.54-1-26,1
230.12-5-40,1
244.54-1-6,1
230.27-1-3,1
219.21-1-53,1
220.-1-17,1
219.-2-15,1
253.24-1-1,1
44.-2-7.13,1
12.-1-6.1,1
253.27-1-37,1
253.27-3-7,1
243.76-1-24.111,1
243.84-1-26,1
253.27-1-2,1
244.54-1-29,1
253.26-3-13.2,1
244.9-2-16,1
253.34-3-22,1
243.76-1-3.11,1
253.26-2-7,1
195.-1-1.4,1
206.9-2-49,1
133.-1-49.1,1
157.48-2-36,1
45.-1-23.31,1
157.71-4-3.1,1
157.70-3-7.1,1
170.29-1-29,1
170.30-2-32,1
157.63-2-27,1
157.56-1-44,1
157.13-1-26.2,1
157.63-1-3.21,1
170.29-2-14,1
157.63-1-19,1
157.65-1-13,1
157.56-1-10,1
157.71-2-52.1,1
157.56-1-2,1
157.64-1-11,1
157.64-1-52,1
157.64-1-22,1
170.37-2-47,1
170.21-1-3.12,1
157.55-2-3,1
170.29-1-11,1
206.-1-16,1
156.-1-38.32,1
182.-1-61,1
182.-1-85,1
30.20-1-17,1
170.21-1-5.1,1
170.29-2-6,1
157.78-1-4,1
157.79-3-23,1
157.71-4-15.1,1
170.37-2-5,1
157.78-1-13.11,1
157.70-3-21,1
170.37-2-4,1
170.29-1-3,1
170.29-1-8,1
157.70-3-14,1
58.-2-13,1
157.55-1-3,1
157.40-1-22,1
195.-1-9,1
147.8-5-50,1
157.13-1-46.1,1
161.-1-73.2,1
161.-1-102,1
161.-1-88,1
160.-1-73,1
158.-1-1.11,1
161.-1-60,1
134.-1-49.2,1
159.-3-44,1
157.63-2-7,1
122.19-1-3,1
161.-1-68.12,1
146.-1-25,1
160.-1-79,1
160.-2-45.3,1
148.-1-67.1,1
146.-1-81.1,1
119.-1-4.2,1
157.48-2-30.2,1
157.48-2-24,1
157.63-3-7,1
157.55-2-12,1
157.56-1-45,1
157.56-2-10,1
157.13-1-58.1,1
157.72-1-20,1
157.55-2-8,1
157.55-2-10,1
157.71-2-25,1
157.71-2-12,1
157.13-1-25.1,1
157.13-1-44.2,1
157.56-2-9,1
157.13-1-23.2,1
157.49-1-5,1
157.56-1-29,1
157.13-1-8.2,1
157.40-2-13,1
157.63-2-9,1
157.63-3-20,1
155.18-2-16,1
170.31-1-1,1
206.6-1-7,1
155.18-2-9,1
180.17-1-3,1
45.-5-12,1
193.5-1-30,1
193.5-1-28,1
155.18-2-10,1
182.-2-23.2,1
183.-1-37,1
207.-1-6.2,1
193.10-1-9,1
58.-1-12.1,1
182.-1-65.13,1
155.14-2-9,1
16.-1-23.2,1
182.-1-89,1
155.-2-17,1
182.-2-6.2,1
156.-1-10,1
183.-1-54,1
